dexnum,name,zh_name,alola,galar,hisui,paldea,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group,Unnamed: 34,form_key,form_zh_name,gender_diff,appearance_diff,battle_form,notes
629,Vullaby,禿鷹丫頭,,,,,5.0,Dark,Flying,Diapered Pokémon,0.5,9.0,Big Pecks,Overcoat,Weak Armor,70.0,55.0,75.0,45.0,65.0,60.0,370.0,1 Defense,190,35,74,Slow,Flying,,0,100.0,20,Ordinary,,,,,,,
630,Mandibuzz,禿鷹娜,,,,,5.0,Dark,Flying,Bone Vulture Pokémon,1.2,39.5,Big Pecks,Overcoat,Weak Armor,110.0,65.0,105.0,55.0,95.0,80.0,510.0,2 Sp. Atk,60,35,179,Slow,Flying,,0,100.0,20,Ordinary,,,,,,,
631,Heatmor,熔蟻獸,,,,,5.0,Fire,,Anteater Pokémon,1.4,58.0,Gluttony,Flash Fire,White Smoke,85.0,97.0,66.0,105.0,66.0,65.0,484.0,2 Sp. Atk,90,50,169,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
632,Durant,鐵蟻,,,,,5.0,Bug,Steel,Iron Ant Pokémon,0.3,33.0,Swarm,Hustle,Truant,58.0,109.0,112.0,48.0,48.0,109.0,484.0,2 Defense,90,50,169,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
633,Deino,單首龍,,,,,5.0,Dark,Dragon,Irate Pokémon,0.8,17.3,Hustle,,,52.0,65.0,50.0,45.0,50.0,38.0,300.0,1 Attack,45,35,60,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
634,Zweilous,雙首暴龍,,,,,5.0,Dark,Dragon,Hostile Pokémon,1.4,50.0,Hustle,,,72.0,85.0,70.0,65.0,70.0,58.0,420.0,2 Attack,45,35,147,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
635,Hydreigon,三首惡龍,,,,,5.0,Dark,Dragon,Brutal Pokémon,1.8,160.0,Levitate,,,92.0,105.0,90.0,125.0,90.0,98.0,600.0,3 Sp. Atk,45,35,300,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
636,Larvesta,燃燒蟲,,,,,5.0,Bug,Fire,Torch Pokémon,1.1,28.8,Flame Body,Swarm,,55.0,85.0,55.0,50.0,55.0,60.0,360.0,1 Attack,45,50,72,Slow,Bug,,50,50.0,40,Ordinary,,,,,,,
637,Volcarona,火神蛾,,,,,5.0,Bug,Fire,Sun Pokémon,1.6,46.0,Flame Body,Swarm,,85.0,60.0,65.0,135.0,105.0,100.0,550.0,3 Sp. Atk,15,50,275,Slow,Bug,,50,50.0,40,Ordinary,,,,,,,
638,Cobalion,勾帕路翁,,,,,5.0,Steel,Fighting,Iron Will Pokémon,2.1,250.0,Justified,,,91.0,90.0,129.0,90.0,72.0,108.0,580.0,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
639,Terrakion,代拉基翁,,,,,5.0,Rock,Fighting,Cavern Pokémon,1.9,260.0,Justified,,,91.0,129.0,90.0,72.0,90.0,108.0,580.0,3 Attack,3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
640,Virizion,畢力吉翁,,,,,5.0,Grass,Fighting,Grassland Pokémon,2,200.0,Justified,,,91.0,90.0,72.0,90.0,129.0,108.0,580.0,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
641,Tornadus,龍捲雲,,,,,5.0,Flying,,Cyclone Pokémon,1.5,63.0,Prankster,Defiant,,79.0,115.0,70.0,125.0,80.0,111.0,580.0,3 Attack,3,90,290,Slow,Undiscovered,,100,0.0,120,Legendary,,,,,,,
642,Thundurus,雷電雲,,,,,5.0,Electric,Flying,Bolt Strike Pokémon,1.5,61.0,Prankster,Defiant,,79.0,115.0,70.0,125.0,80.0,111.0,580.0,3 Attack,3,90,290,Slow,Undiscovered,,100,0.0,120,Legendary,,,,,,,
643,Reshiram,萊希拉姆,,,,,5.0,Dragon,Fire,Vast White Pokémon,3.2,330.0,Turboblaze,,,100.0,120.0,100.0,150.0,120.0,90.0,680.0,3 Sp. Atk,3,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
644,Zekrom,捷克羅姆,,,,,5.0,Dragon,Electric,Deep Black Pokémon,2.9,345.0,Teravolt,,,100.0,150.0,120.0,120.0,100.0,90.0,680.0,3 Attack,3,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
645,Landorus,土地雲,,,,,5.0,Ground,Flying,Abundance Pokémon,1.5,68.0,Sand Force,Sheer Force,,89.0,125.0,90.0,115.0,80.0,101.0,600.0,3 Sp. Atk,3,90,300,Slow,Undiscovered,,100,0.0,120,Legendary,,,,,,,
646,Kyurem,酋雷姆,,,,,5.0,Dragon,Ice,Boundary Pokémon,3,325.0,Pressure,,,125.0,130.0,90.0,130.0,90.0,95.0,660.0,"1 HP, 1 Attack, 1 Sp. Atk",3,0,297,Slow,Undiscovered,,,,120,Legendary,,,,,,,
647,Keldeo,凱路迪歐,,,,,5.0,Water,Fighting,Colt Pokémon,1.4,48.5,Justified,,,91.0,72.0,90.0,129.0,90.0,108.0,580.0,3 Sp. Atk,3,35,261,Slow,Undiscovered,,,,80,Mythical,,,,,,,
648,Meloetta,美洛耶塔,,,,,5.0,Normal,Psychic,Melody Pokémon,0.6,6.5,Serene Grace,,,100.0,77.0,77.0,128.0,128.0,90.0,600.0,"1 Sp. Atk, 1 Sp. Def, 1 Speed",3,100,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
649,Genesect,蓋諾賽克特,,,,,5.0,Bug,Steel,Paleozoic Pokémon,1.5,82.5,Download,,,71.0,120.0,95.0,120.0,95.0,99.0,600.0,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical,,,,,,,
650,Chespin,哈力栗,,,,,6.0,Grass,,Spiny Nut Pokémon,0.4,9.0,Overgrow,Bulletproof,,56.0,61.0,65.0,48.0,45.0,38.0,313.0,1 Defense,45,50,63,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
651,Quilladin,胖胖哈力,,,,,6.0,Grass,,Spiny Armor Pokémon,0.7,29.0,Overgrow,Bulletproof,,61.0,78.0,95.0,56.0,58.0,57.0,405.0,2 Defense,45,50,142,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
652,Chesnaught,布里卡隆,,,,,6.0,Grass,Fighting,Spiny Armor Pokémon,1.6,90.0,Overgrow,Bulletproof,,88.0,107.0,122.0,74.0,75.0,64.0,530.0,3 Defense,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
653,Fennekin,火狐狸,,,,,6.0,Fire,,Fox Pokémon,0.4,9.4,Blaze,Magician,,40.0,45.0,40.0,62.0,60.0,60.0,307.0,1 Sp. Atk,45,50,61,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
654,Braixen,長尾火狐,,,,,6.0,Fire,,Fox Pokémon,1,14.5,Blaze,Magician,,59.0,59.0,58.0,90.0,70.0,73.0,409.0,2 Sp. Atk,45,50,143,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
655,Delphox,妖火紅狐,,,,,6.0,Fire,Psychic,Fox Pokémon,1.5,39.0,Blaze,Magician,,75.0,69.0,72.0,114.0,100.0,104.0,534.0,3 Sp. Atk,45,50,267,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
656,Froakie,呱呱泡蛙,,,,,6.0,Water,,Bubble Frog Pokémon,0.3,7.0,Torrent,Protean,,41.0,56.0,40.0,62.0,44.0,71.0,314.0,1 Speed,45,50,63,Medium Slow,Water 1,,87.5,12.5,20,Ordinary,,,,,,,
657,Frogadier,呱頭蛙,,,,,6.0,Water,,Bubble Frog Pokémon,0.6,10.9,Torrent,Protean,,54.0,63.0,52.0,83.0,56.0,97.0,405.0,2 Speed,45,50,142,Medium Slow,Water 1,,87.5,12.5,20,Ordinary,,,,,,,
658,Greninja,甲賀忍蛙,,,,,6.0,Water,Dark,Ninja Pokémon,1.5,40.0,Torrent,Protean,,72.0,95.0,67.0,103.0,71.0,122.0,530.0,3 Speed,45,50,265,Medium Slow,Water 1,,87.5,12.5,20,Ordinary,,,,,,,
659,Bunnelby,掘掘兔,,,,,6.0,Normal,,Digging Pokémon,0.4,5.0,Pickup,Cheek Pouch,Huge Power,38.0,36.0,38.0,32.0,36.0,57.0,237.0,1 Speed,255,50,47,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
660,Diggersby,掘地兔,,,,,6.0,Normal,Ground,Digging Pokémon,1,42.4,Pickup,Cheek Pouch,Huge Power,85.0,56.0,77.0,50.0,77.0,78.0,423.0,2 HP,127,50,148,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
661,Fletchling,小箭雀,,,,,6.0,Normal,Flying,Tiny Robin Pokémon,0.3,1.7,Big Pecks,Gale Wings,,45.0,50.0,43.0,40.0,38.0,62.0,278.0,1 Speed,255,50,56,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
662,Fletchinder,火箭雀,,,,,6.0,Fire,Flying,Ember Pokémon,0.7,16.0,Flame Body,Gale Wings,,62.0,73.0,55.0,56.0,52.0,84.0,382.0,2 Speed,120,50,134,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
663,Talonflame,烈箭鷹,,,,,6.0,Fire,Flying,Scorching Pokémon,1.2,24.5,Flame Body,Gale Wings,,78.0,81.0,71.0,74.0,69.0,126.0,499.0,3 Speed,45,50,175,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
664,Scatterbug,粉蝶蟲,,,,,6.0,Bug,,Scatterdust Pokémon,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,38.0,35.0,40.0,27.0,25.0,35.0,200.0,1 Defense,255,50,40,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
665,Spewpa,粉蝶蛹,,,,,6.0,Bug,,Scatterdust Pokémon,0.3,8.4,Shed Skin,Friend Guard,,45.0,22.0,60.0,27.0,30.0,29.0,213.0,2 Defense,120,50,75,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
666,Vivillon,彩粉蝶,,,,,6.0,Bug,Flying,Scale Pokémon,1.2,17.0,Shield Dust,Compound Eyes,Friend Guard,80.0,52.0,50.0,90.0,50.0,89.0,411.0,"1 HP, 1 Sp. Atk, 1 Speed",45,50,206,Medium Fast,Bug,,50,50.0,15,Ordinary,,"icysnow,polar,tundra,continental,garden,elegant,meadow,modern,marine,archipelago,highplains,sandstorm,river,monsoon,savanna,sun,ocean,jungle,fancy,pokeball","冰雪花紋,雪國花紋,雪原花紋,大陸花紋,庭園花紋,高雅花紋,繁花花紋,摩登花紋,大海花紋,群島花紋,高原花紋,沙塵花紋,大河花紋,季風花紋,熱帶草原花紋,太陽花紋,大洋花紋,熱帶雨林花紋,幻彩花紋,球球花紋",,yes,,花紋差異屬外觀型態
667,Litleo,小獅獅,,,,,6.0,Fire,Normal,Lion Cub Pokémon,0.6,13.5,Rivalry,Unnerve,Moxie,62.0,50.0,58.0,73.0,54.0,72.0,369.0,1 Sp. Atk,220,50,74,Medium Slow,Field,,12.5,87.5,20,Ordinary,,,,,,,
668,Pyroar,火炎獅,,,,,6.0,Fire,Normal,Royal Pokémon,1.5,81.5,Rivalry,Unnerve,Moxie,86.0,68.0,72.0,109.0,66.0,106.0,507.0,2 Sp. Atk,65,50,177,Medium Slow,Field,,12.5,87.5,20,Ordinary,,,,,,,
669,Flabébé,花蓓蓓,,,,,6.0,Fairy,,Single Bloom Pokémon,0.1,0.1,Flower Veil,Symbiosis,,44.0,38.0,39.0,61.0,79.0,42.0,303.0,1 Sp. Def,225,50,61,Medium Fast,Fairy,,0,100.0,20,Ordinary,,,,,,,
670,Floette,花葉蒂,,,,,6.0,Fairy,,Single Bloom Pokémon,0.2,0.9,Flower Veil,Symbiosis,,54.0,45.0,47.0,75.0,98.0,52.0,371.0,2 Sp. Def,120,50,130,Medium Fast,Fairy,,0,100.0,20,Ordinary,,,,,,,
671,Florges,花潔夫人,,,,,6.0,Fairy,,Garden Pokémon,1.1,10.0,Flower Veil,Symbiosis,,78.0,65.0,68.0,112.0,154.0,75.0,552.0,3 Sp. Def,45,50,276,Medium Fast,Fairy,,0,100.0,20,Ordinary,,,,,,,
672,Skiddo,坐騎小羊,,,,,6.0,Grass,,Mount Pokémon,0.9,31.0,Sap Sipper,Grass Pelt,,66.0,65.0,48.0,62.0,57.0,52.0,350.0,1 HP,200,50,70,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
673,Gogoat,坐騎山羊,,,,,6.0,Grass,,Mount Pokémon,1.7,91.0,Sap Sipper,Grass Pelt,,123.0,100.0,62.0,97.0,81.0,68.0,531.0,2 HP,45,50,186,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
674,Pancham,頑皮熊貓,,,,,6.0,Fighting,,Playful Pokémon,0.6,8.0,Iron Fist,Mold Breaker,Scrappy,67.0,82.0,62.0,46.0,48.0,43.0,348.0,1 Attack,220,50,70,Medium Fast,Field,Human-Like,50,50.0,25,Ordinary,,,,,,,
675,Pangoro,流氓熊貓,,,,,6.0,Fighting,Dark,Daunting Pokémon,2.1,136.0,Iron Fist,Mold Breaker,Scrappy,95.0,124.0,78.0,69.0,71.0,58.0,495.0,2 Attack,65,50,173,Medium Fast,Field,Human-Like,50,50.0,25,Ordinary,,,,,,,
676,Furfrou,多麗米亞,,,,,6.0,Normal,,Poodle Pokémon,1.2,28.0,Fur Coat,,,75.0,80.0,60.0,65.0,90.0,102.0,472.0,1 Speed,160,50,165,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
677,Espurr,妙喵,,,,,6.0,Psychic,,Restraint Pokémon,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,62.0,48.0,54.0,63.0,60.0,68.0,355.0,1 Speed,190,50,71,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
678,Meowstic,超能妙喵,,,,,6.0,Psychic,,Constraint Pokémon,0.6,8.5,Keen Eye,Infiltrator,Prankster,74.0,48.0,76.0,83.0,81.0,104.0,466.0,2 Speed,75,50,163,Medium Fast,Field,,100,0.0,20,Ordinary,,"male,female","雄性的樣子,雌性的樣子",yes,yes,,性別差異明顯
679,Honedge,獨劍鞘,,,,,6.0,Steel,Ghost,Sword Pokémon,0.8,2.0,No Guard,,,45.0,80.0,100.0,35.0,37.0,28.0,325.0,1 Defense,180,50,65,Medium Fast,Mineral,,50,50.0,20,Ordinary,,,,,,,
680,Doublade,雙劍鞘,,,,,6.0,Steel,Ghost,Sword Pokémon,0.8,4.5,No Guard,,,59.0,110.0,150.0,45.0,49.0,35.0,448.0,2 Defense,90,50,157,Medium Fast,Mineral,,50,50.0,20,Ordinary,,,,,,,
681,Aegislash,堅盾劍怪,,,,,6.0,Steel,Ghost,Royal Sword Pokémon,1.7,53.0,Stance Change,,,60.0,50.0,140.0,50.0,140.0,60.0,500.0,"2 Defense, 1 Sp. Def",45,50,234,Medium Fast,Mineral,,50,50.0,20,Ordinary,,,,,,,
682,Spritzee,粉香香,,,,,6.0,Fairy,,Perfume Pokémon,0.2,0.5,Healer,Aroma Veil,,78.0,52.0,60.0,63.0,65.0,23.0,341.0,1 HP,200,50,68,Medium Fast,Fairy,,50,50.0,20,Ordinary,,,,,,,
683,Aromatisse,芳香精,,,,,6.0,Fairy,,Fragrance Pokémon,0.8,15.5,Healer,Aroma Veil,,101.0,72.0,72.0,99.0,89.0,29.0,462.0,2 HP,140,50,162,Medium Fast,Fairy,,50,50.0,20,Ordinary,,,,,,,
684,Swirlix,綿綿泡芙	,,,,,6.0,Fairy,,Cotton Candy Pokémon,0.4,3.5,Sweet Veil,Unburden,,62.0,48.0,66.0,59.0,57.0,49.0,341.0,1 Defense,200,50,68,Medium Fast,Fairy,,50,50.0,20,Ordinary,,,,,,,
685,Slurpuff,胖甜妮,,,,,6.0,Fairy,,Meringue Pokémon,0.8,5.0,Sweet Veil,Unburden,,82.0,80.0,86.0,85.0,75.0,72.0,480.0,2 Defense,140,50,168,Medium Fast,Fairy,,50,50.0,20,Ordinary,,,,,,,
686,Inkay,好啦魷,,,,,6.0,Dark,Psychic,Revolving Pokémon,0.4,3.5,Contrary,Suction Cups,Infiltrator,53.0,54.0,53.0,37.0,46.0,45.0,288.0,1 Attack,190,50,58,Medium Fast,Water 1,Water 2,50,50.0,20,Ordinary,,,,,,,
687,Malamar,烏賊王,,,,,6.0,Dark,Psychic,Overturning Pokémon,1.5,47.0,Contrary,Suction Cups,Infiltrator,86.0,92.0,88.0,68.0,75.0,73.0,482.0,2 Attack,80,50,169,Medium Fast,Water 1,Water 2,50,50.0,20,Ordinary,,,,,,,
688,Binacle,龜腳腳,,,,,6.0,Rock,Water,Two-Handed Pokémon,0.5,31.0,Sniper,Tough Claws,Pickpocket,42.0,52.0,67.0,39.0,56.0,50.0,306.0,1 Attack,120,50,61,Medium Fast,Water 3,,50,50.0,20,Ordinary,,,,,,,
689,Barbaracle,龜足巨鎧,,,,,6.0,Rock,Water,Collective Pokémon,1.3,96.0,Sniper,Tough Claws,Pickpocket,72.0,105.0,115.0,54.0,86.0,68.0,500.0,2 Attack,45,50,175,Medium Fast,Water 3,,50,50.0,20,Ordinary,,,,,,,
690,Skrelp,垃垃藻,,,,,6.0,Poison,Water,Mock Kelp Pokémon,0.5,7.3,Poison Point,Poison Touch,Adaptability,50.0,60.0,60.0,60.0,60.0,30.0,320.0,1 Sp. Def,225,50,64,Medium Fast,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
691,Dragalge,毒藻龍,,,,,6.0,Poison,Dragon,Mock Kelp Pokémon,1.8,81.5,Poison Point,Poison Touch,Adaptability,65.0,75.0,90.0,97.0,123.0,44.0,494.0,2 Sp. Def,55,50,173,Medium Fast,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
692,Clauncher,鐵臂槍蝦,,,,,6.0,Water,,Water Gun Pokémon,0.5,8.3,Mega Launcher,,,50.0,53.0,62.0,58.0,63.0,44.0,330.0,1 Sp. Atk,225,50,66,Slow,Water 1,Water 3,50,50.0,15,Ordinary,,,,,,,
693,Clawitzer,鋼炮臂蝦,,,,,6.0,Water,,Howitzer Pokémon,1.3,35.3,Mega Launcher,,,71.0,73.0,88.0,120.0,89.0,59.0,500.0,2 Sp. Atk,55,50,100,Slow,Water 1,Water 3,50,50.0,15,Ordinary,,,,,,,
694,Helioptile,傘電蜥,,,,,6.0,Electric,Normal,Generator Pokémon,0.5,6.0,Dry Skin,Sand Veil,Solar Power,44.0,38.0,33.0,61.0,43.0,70.0,289.0,1 Speed,190,50,58,Medium Fast,Dragon,Monster,50,50.0,20,Ordinary,,,,,,,
695,Heliolisk,光電傘蜥,,,,,6.0,Electric,Normal,Generator Pokémon,1,21.0,Dry Skin,Sand Veil,Solar Power,62.0,55.0,52.0,109.0,94.0,109.0,481.0,"1 Sp. Atk, 1 Speed",75,50,168,Medium Fast,Dragon,Monster,50,50.0,20,Ordinary,,,,,,,
696,Tyrunt,寶寶暴龍,,,,,6.0,Rock,Dragon,Royal Heir Pokémon,0.8,26.0,Strong Jaw,Sturdy,,58.0,89.0,77.0,45.0,45.0,48.0,362.0,1 Attack,45,50,72,Medium Fast,Dragon,Monster,87.5,12.5,30,Fossil,,,,,,,
697,Tyrantrum,怪顎龍,,,,,6.0,Rock,Dragon,Despot Pokémon,2.5,270.0,Strong Jaw,Rock Head,,82.0,121.0,119.0,69.0,59.0,71.0,521.0,2 Attack,45,50,182,Medium Fast,Dragon,Monster,87.5,12.5,30,Fossil,,,,,,,
698,Amaura,冰雪龍,,,,,6.0,Rock,Ice,Tundra Pokémon,1.3,25.2,Refrigerate,Snow Warning,,77.0,59.0,50.0,67.0,63.0,46.0,362.0,1 HP,45,50,72,Medium Fast,Monster,,87.5,12.5,30,Fossil,,,,,,,
699,Aurorus,冰雪巨龍,,,,,6.0,Rock,Ice,Tundra Pokémon,2.7,225.0,Refrigerate,Snow Warning,,123.0,77.0,72.0,99.0,92.0,58.0,521.0,2 HP,45,50,104,Medium Fast,Monster,,87.5,12.5,30,Fossil,,,,,,,
700,Sylveon,仙子伊布,,,,,6.0,Fairy,,Intertwining Pokémon,1,23.5,Cute Charm,Pixilate,,95.0,65.0,65.0,110.0,130.0,60.0,525.0,2 Sp. Def,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary,,,,,,,
701,Hawlucha,摔角鷹人,,,,,6.0,Fighting,Flying,Wrestling Pokémon,0.8,21.5,Limber,Unburden,Mold Breaker,78.0,92.0,75.0,74.0,63.0,118.0,500.0,2 Attack,100,50,175,Medium Fast,Flying,Human-Like,50,50.0,20,Ordinary,,,,,,,
702,Dedenne,咚咚鼠,,,,,6.0,Electric,Fairy,Antenna Pokémon,0.2,2.2,Cheek Pouch,Pickup,Plus,67.0,58.0,57.0,81.0,67.0,101.0,431.0,2 Speed,180,50,151,Medium Fast,Fairy,Field,50,50.0,20,Ordinary,,,,,,,
703,Carbink,小碎鑽,,,,,6.0,Rock,Fairy,Jewel Pokémon,0.3,5.7,Clear Body,Sturdy,,50.0,50.0,150.0,50.0,150.0,50.0,500.0,"1 Defense, 1 Sp. Def",60,50,100,Slow,Fairy,Mineral,,,25,Ordinary,,,,,,,
704,Goomy,黏黏寶,,,,,6.0,Dragon,,Soft Tissue Pokémon,0.3,2.8,Sap Sipper,Hydration,Gooey,45.0,50.0,35.0,55.0,75.0,40.0,300.0,1 Sp. Def,45,35,60,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
705,Sliggoo,黏美兒,,,"黏美兒
洗翠的樣子",,6.0,Dragon,,Soft Tissue Pokémon,0.8,17.5,Sap Sipper,Hydration,Gooey,68.0,75.0,53.0,83.0,113.0,60.0,452.0,2 Sp. Def,45,35,158,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
706,Goodra,黏美龍,,,"黏美龍
洗翠的樣子",,6.0,Dragon,,Dragon Pokémon,2,150.5,Sap Sipper,Hydration,Gooey,90.0,100.0,70.0,110.0,150.0,80.0,600.0,3 Sp. Def,45,35,300,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
707,Klefki,鑰圈兒,,,,,6.0,Steel,Fairy,Key Ring Pokémon,0.2,3.0,Prankster,Magician,,57.0,80.0,91.0,80.0,87.0,75.0,470.0,1 Defense,75,50,165,Fast,Mineral,,50,50.0,20,Ordinary,,,,,,,
708,Phantump,小木靈,,,,,6.0,Ghost,Grass,Stump Pokémon,0.4,7.0,Natural Cure,Frisk,Harvest,43.0,70.0,48.0,50.0,60.0,38.0,309.0,1 Attack,120,50,62,Medium Fast,Amorphous,Grass,50,50.0,20,Ordinary,,,,,,,
709,Trevenant,朽木妖,,,,,6.0,Ghost,Grass,Elder Tree Pokémon,1.5,71.0,Natural Cure,Frisk,Harvest,85.0,110.0,76.0,65.0,82.0,56.0,474.0,2 Attack,60,50,166,Medium Fast,Amorphous,Grass,50,50.0,20,Ordinary,,,,,,,
710,Pumpkaboo,南瓜精,,,,,6.0,Ghost,Grass,Pumpkin Pokémon,0.4,5.0,Pickup,Frisk,Insomnia,49.0,66.0,70.0,44.0,55.0,51.0,335.0,1 Defense,120,50,67,Medium Fast,Amorphous,,50,50.0,20,Ordinary,,,,,,,
711,Gourgeist,南瓜怪人,,,,,6.0,Ghost,Grass,Pumpkin Pokémon,0.9,12.5,Pickup,Frisk,Insomnia,65.0,90.0,122.0,58.0,75.0,84.0,494.0,2 Defense,60,50,173,Medium Fast,Amorphous,,50,50.0,20,Ordinary,,,,,,,
712,Bergmite,冰寶,,,,,6.0,Ice,,Ice Chunk Pokémon,1,99.5,Own Tempo,Ice Body,Sturdy,55.0,69.0,85.0,32.0,35.0,28.0,304.0,1 Defense,190,50,61,Medium Fast,Mineral,Monster,50,50.0,20,Ordinary,,,,,,,
713,Avalugg,冰岩怪,,,"冰岩怪
洗翠的樣子",,6.0,Ice,,Iceberg Pokémon,2,505.0,Own Tempo,Ice Body,Sturdy,95.0,117.0,184.0,44.0,46.0,28.0,514.0,2 Defense,55,50,180,Medium Fast,Mineral,Monster,50,50.0,20,Ordinary,,,,,,,
714,Noibat,嗡蝠,,,,,6.0,Flying,Dragon,Sound Wave Pokémon,0.5,8.0,Frisk,Infiltrator,Telepathy,40.0,30.0,35.0,45.0,40.0,55.0,245.0,1 Speed,190,50,49,Medium Fast,Dragon,Flying,50,50.0,20,Ordinary,,,,,,,
715,Noivern,音波龍,,,,,6.0,Flying,Dragon,Sound Wave Pokémon,1.5,85.0,Frisk,Infiltrator,Telepathy,85.0,70.0,80.0,97.0,80.0,123.0,535.0,2 Speed,45,50,187,Medium Fast,Dragon,Flying,50,50.0,20,Ordinary,,,,,,,
716,Xerneas,哲爾尼亞斯,,,,,6.0,Fairy,,Life Pokémon,3,215.0,Fairy Aura,,,126.0,131.0,95.0,131.0,98.0,99.0,680.0,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
717,Yveltal,伊裴爾塔爾,,,,,6.0,Dark,Flying,Destruction Pokémon,5.8,203.0,Dark Aura,,,126.0,131.0,95.0,131.0,98.0,99.0,680.0,3 HP,45,0,306,Slow,Undiscovered,,,,120,Legendary,,,,,,,
718,Zygarde,基格爾德,,,,,6.0,Dragon,Ground,Order Pokémon,5,305.0,Aura Break,Power Construct,,108.0,100.0,121.0,81.0,95.0,95.0,600.0,3 HP,3,0,270,Slow,Undiscovered,,,,120,Legendary,,,,,,,
719,Diancie,蒂安希,,,,,6.0,Rock,Fairy,Jewel Pokémon,0.7,8.8,Clear Body,,,50.0,100.0,150.0,100.0,150.0,50.0,600.0,"1 Defense, 2 Sp. Def",3,50,300,Slow,Undiscovered,,,,25,Mythical,,,,,,,
720,Hoopa,胡帕,,,,,6.0,Psychic,Ghost,Mischief Pokémon,0.5,9.0,Magician,,,80.0,110.0,60.0,150.0,130.0,70.0,600.0,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
721,Volcanion,波爾凱尼恩,,,,,6.0,Fire,Water,Steam Pokémon,1.7,195.0,Water Absorb,,,80.0,110.0,120.0,130.0,90.0,70.0,600.0,3 Sp. Atk,3,100,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
722,Rowlet,木木梟,,,,,7.0,Grass,Flying,Grass Quill Pokémon,0.3,1.5,Overgrow,Long Reach,,68.0,55.0,55.0,50.0,50.0,42.0,320.0,1 HP,45,50,64,Medium Slow,Flying,,87.5,12.5,15,Ordinary,,,,,,,
723,Dartrix,投羽梟,,,,,7.0,Grass,Flying,Blade Quill Pokémon,0.7,16.0,Overgrow,Long Reach,,78.0,75.0,75.0,70.0,70.0,52.0,420.0,2 HP,45,50,147,Medium Slow,Flying,,87.5,12.5,15,Ordinary,,,,,,,
724,Decidueye,狙射樹梟,,,"狙射樹梟
洗翠的樣子",,7.0,Grass,Ghost,Arrow Quill Pokémon,1.6,36.6,Overgrow,Long Reach,,78.0,107.0,75.0,100.0,100.0,70.0,530.0,3 Attack,45,50,265,Medium Slow,Flying,,87.5,12.5,15,Ordinary,,,,,,,
725,Litten,火斑喵,,,,,7.0,Fire,,Fire Cat Pokémon,0.4,4.3,Blaze,Intimidate,,45.0,65.0,40.0,60.0,40.0,70.0,320.0,1 Speed,45,50,64,Medium Slow,Field,,87.5,12.5,15,Ordinary,,,,,,,
